This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
  2012,  16.08,  15.34,  22.41,  18.39,  15.95,  15.20
  2013,  43.22,  42.40,  50.89,  29.06,  36.25,  37.19
  2014,   1.56,   9.68,   2.51,  10.25,  13.41,  12.49
  2015, -19.92,  -2.44,   1.52, -14.58,   0.27,   5.29
  2016,  28.21,  27.35,  12.15,  28.95,  14.56,   4.33
  2017,  13.77,  15.42,  18.43,  19.51,  20.69,  24.94


  Average Equal Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
  1927,  27.35,  38.76,  30.59,  23.91,  30.42,  40.65
  1928,  40.91,  54.81,  44.82,  25.05,  33.16,  59.17
  1929, -49.48, -41.27, -30.69, -39.33, -12.87, -16.32
  1930, -46.95, -43.48, -29.94, -47.01, -36.68, -26.67
  1931, -50.20, -41.05, -35.21, -64.47, -50.92, -32.48
  1932,  62.02,  20.80,  -8.80,   3.78, -10.71, -15.93
  1933, 175.86, 196.76, 203.46,  61.70,  99.24,  98.31
  1934,  25.44,  22.53,  49.83,  -3.17,   5.84,  12.64
  1935,  72.20,  67.70,  88.43,  43.97,  39.49,  60.38
  1936,  72.53,  68.22,  64.29,  24.32,  36.20,  49.64
  1937, -53.39, -46.48, -52.68, -39.35, -39.45, -44.60
  1938,  25.61,  37.73,  42.42,  44.95,  35.86,  33.50
  1939,  15.97,  -1.18,  -5.42,  -7.40,   3.17,  -2.05
  1940, -18.38,  -5.63,   2.49,  -8.75,  -7.25,  -1.73
  1941,  -7.74, -12.38,  -2.45, -17.37,  -8.91,  -5.36
  1942,  72.61,  35.26,  33.97,  27.49,  16.30,  21.36
  1943,  78.18,  80.45, 101.22,  29.33,  35.78,  46.49
  1944,  47.35,  49.25,  58.58,  26.40,  27.55,  35.53
  1945,  69.45,  74.04,  79.43,  42.71,  50.05,  67.17
  1946, -17.16,  -7.38, -12.41, -11.78,  -4.38,  -4.19
  1947, -11.13,   2.10,  11.19,  -6.02,   1.62,   5.99
  1948, -13.33,  -1.98,   0.62,  -4.54,  -1.79,   5.50
  1949,  22.45,  19.00,  23.76,  20.63,  20.64,  22.42
  1950,  42.51,  37.55,  51.23,  21.38,  32.54,  39.33
  1951,   8.43,  11.67,  18.48,  17.81,  17.41,  21.95
  1952,   0.71,  11.50,  12.98,   5.14,  14.19,  14.03
  1953, -13.62,  -3.35,   4.47, -11.50,   2.05,   4.35
  1954,  63.96,  57.54,  61.61,  42.77,  47.92,  61.70
  1955,  16.70,  21.07,  26.24,  13.73,  18.54,  27.54
  1956,  -4.48,   6.23,  18.11,  -1.13,   7.56,  17.23
  1957, -24.86, -10.84, -13.71, -19.97,  -9.54,  -7.08
  1958,  79.45,  60.09,  64.58,  57.46,  50.67,  51.09
  1959,   8.51,  20.92,  24.78,   2.96,  11.24,  30.08
  1960, -13.65,  -2.22,   4.14,  -6.16,   2.88,   5.93
  1961,  27.17,  31.20,  42.18,  22.23,  27.99,  28.65
  1962, -19.43,  -6.93, -12.93, -20.21,  -9.24,  -9.41
  1963,   8.67,  19.93,  28.38,   8.96,  17.61,  23.69
  1964,  14.36,  23.25,  23.12,  14.04,  16.91,  18.67
  1965,  36.65,  40.49,  50.86,  14.69,  14.53,  41.96
  1966, -11.33,  -4.76,  -4.42,  -7.25,  -8.24,  -1.33
  1967,  95.15,  90.39, 119.79,  30.87,  27.42,  46.53
  1968,  42.02,  52.76,  61.17,  21.30,  18.29,  20.71
  1969, -37.11, -29.55, -24.41, -24.72, -15.06,  -7.23
  1970, -18.84,  -6.63, -13.66,  -5.94,   3.77,  -5.58
  1971,  15.99,  17.38,  23.79,  17.88,  18.15,  21.28
  1972,  -3.65,   7.85,   8.28,   3.28,  10.31,  17.63
  1973, -48.09, -31.13, -22.69, -45.54, -24.84, -12.07
  1974, -28.31, -24.54, -21.82, -29.63, -27.60, -24.33
  1975,  93.97,  61.42,  55.96,  56.61,  45.41,  42.15
  1976,  54.34,  54.42,  55.13,  28.56,  38.77,  31.56
  1977,  22.83,  27.48,  34.53,  -6.44,   1.21,  10.39
  1978,  32.63,  25.45,  31.39,   6.50,   4.86,  17.15
  1979,  33.28,  38.80,  59.56,  18.58,  25.59,  47.36
  1980,  31.36,  31.18,  62.99,  21.26,  19.74,  53.84
  1981,  -3.17,  11.04,   2.88,   9.84,   4.67,  -7.29
  1982,  11.40,  35.28,  46.71,   3.17,  25.78,  39.61
  1983,  49.26,  41.20,  39.37,  33.77,  23.09,  18.55
  1984, -22.58,  -2.90,  -0.23,  -5.59,   5.82,   0.53
  1985,  14.05,  31.07,  35.54,  23.29,  33.98,  37.96
  1986,  -1.04,   9.88,  10.88,   9.71,  19.70,  18.80
  1987, -14.30,  -5.65,  -6.64,   5.25,  -3.81,   2.18
  1988,  16.79,  21.78,  25.27,  32.34,  18.63,  17.50
  1989,  -2.05,  15.36,  21.56,  12.74,  26.54,  36.87
  1990, -31.05, -21.24, -17.44, -21.52,  -6.75,  -6.30
  1991,  58.76,  41.15,  65.72,  41.42,  32.71,  46.99
  1992,  37.71,  30.25,  33.60,  17.01,  14.45,  16.04
  1993,  20.22,  30.39,  38.41,   5.37,   8.07,  26.59
  1994, -11.80,   0.05,   2.04,   3.35,  -2.66,  -1.79
  1995,  21.04,  33.79,  44.61,  30.19,  33.47,  36.69
  1996,  14.90,  23.22,  22.49,  13.53,  18.47,  21.07
  1997,   5.50,  37.92,  35.60,  18.99,  26.22,  29.34
  1998, -11.25,  -3.14,   1.24,   0.04,   6.14,  17.09
  1999,  35.99,  15.06,  59.78,  12.77,  -3.67,  45.30
  2000, -28.45,   1.33,   5.07,  -9.39,  17.66,  -2.31
  2001,  41.37,  36.73,  37.05, -17.08,   3.95,  -5.60
  2002, -28.90,  -3.59,   3.62, -38.17, -11.66,  -9.36
  2003, 114.15,  62.94,  76.77,  54.09,  35.06,  34.63
  2004,  23.57,  21.51,  21.46,  17.71,  17.47,  14.08
  2005,  -5.93,   6.65,  13.04,   3.19,  10.29,  17.46
  2006,  16.40,  18.66,  17.81,  17.40,  15.36,   9.55
  2007, -17.11,  -6.05,   2.73,  -9.39,   6.29,  16.08
  2008, -53.93, -37.92, -38.82, -50.08, -34.56, -38.25
  2009, 152.82,  46.68,  22.55,  96.01,  45.31,  19.85
  2010,  27.60,  28.36,  36.72,  20.62,  23.81,  28.02
  2011, -20.76,  -2.82,  -6.48,  -3.73,   2.72,  -3.27
  2012,  16.96,  19.28,  22.79,  13.46,  18.08,  16.65
  2013,  44.18,  45.44,  55.68,  31.28,  39.87,  43.29
  2014,  -2.07,   8.41,   2.99,  10.02,  11.66,   8.39
  2015, -22.41,  -0.41,   0.58, -21.15,   0.12,   2.67
  2016,  20.00,  28.00,  13.47,  27.47,  16.38,   8.86
  2017,  12.59,  16.10,  18.27,  17.73,  19.76,  19.85


  Number of Firms in Portfolios
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
192701,    108,     76,     42,     31,    109,     98
192702,    114,     80,     36,     27,    109,    104
192703,    112,     85,     41,     31,    108,    101
192704,    110,     81,     47,     35,    112,     98
192705,    117,     74,     48,     28,    121,     97
192706,    110,     76,     52,     36,    119,     96
192707,    111,     73,     56,     37,    123,     90
192708,    105,     75,     59,     41,    120,     90
192709,    111,     69,     60,     36,    128,     87
192710,    110,     74,     58,     38,    122,     91
192711,    114,     78,     53,     35,    122,     98
192712,    119,     73,     55,     33,    128,     96
192801,    112,     83,     57,     40,    120,     95
192802,    114,     82,     54,     39,    122,     98
192803,    107,     87,     57,     46,    117,     96
192804,    106,     83,     64,     49,    122,     88
192805,    112,     78,     63,     42,    129,     92
192806,    103,     77,     70,     52,    129,     86
192807,    105,     76,     76,     50,    134,     81
192808,    109,     75,     75,     49,    134,     83
192809,    106,     83,     77,     54,    129,     82
192810,    105,     86,     76,     57,    128,     85
192811,    105,     86,     74,     57,    127,     87
192812,    105,     93,     66,     55,    123,     93
192901,    112,     82,     68,     49,    131,     93
192902,    125,     81,     60,     34,    135,    101
192903,    123,     89,     54,     36,    127,    107
192904,    119,     85,     62,     42,    130,    100
192905,    131,     84,     52,     31,    131,    110
192906,    138,     81,     49,     25,    137,    116
192907,    138,     86,     40,     26,    133,    121
192908,    140,     87,     38,     25,    132,    124
192909,    137,     96,     39,     28,    124,    125
192910,    135,     93,     30,     24,    123,    133
192911,    139,     99,     30,     26,    120,    133
192912,    140,     95,     28,     27,    124,    137
193001,    147,    101,     28,     24,    128,    144
193002,    149,     97,     32,     26,    136,    140
193003,    144,    103,     39,     34,    134,    138
193004,    138,    109,     41,     39,    129,    135
193005,    141,    113,     43,     39,    129,    138
193006,    138,    110,     48,     41,    134,    131
193007,    142,    106,     49,     38,    134,    133
193008,    139,    109,     56,     46,    133,    129
193009,    141,    106,     59,     46,    144,    129
193010,    142,    120,     53,     47,    132,    136
193011,    143,    111,     58,     48,    144,    131
193012,    147,    116,     59,     48,    141,    133
193101,    133,    118,     64,     59,    141,    130
193102,    153,    121,     50,     43,    141,    147
193103,    147,    126,     54,     49,    138,    140
193104,    156,    112,     61,     42,    151,    138
193105,    152,    123,     55,     48,    145,    145
193106,    156,    121,     56,     44,    146,    144
193107,    139,    128,     67,     62,    144,    137
193108,    146,    126,     61,     60,    141,    137
193109,    135,    129,     66,     66,    138,    133
193110,    134,    120,     72,     64,    142,    128
193111,    136,    117,     76,     66,    149,    124
193112,    144,    110,     76,     56,    156,    123
193201,    126,    124,     83,     74,    144,    119
193202,    141,    124,     72,     63,    145,    131
193203,    136,    134,     64,     64,    137,    138
193204,    142,    129,     56,     55,    137,    145
193205,    135,    134,     62,     66,    132,    137
193206,    126,    141,     54,     64,    126,    145
193207,    127,    138,     66,     73,    129,    133
193208,    125,    135,     67,     72,    134,    133
193209,    126,    131,     76,     77,    138,    124
193210,    109,    119,    103,     91,    151,     98
193211,    123,    124,     88,     77,    147,    114
193212,    126,    123,     81,     72,    147,    117
193301,    121,    122,     91,     80,    146,    110
193302,    135,    127,     70,     65,    141,    132
193303,    138,    118,     76,     60,    148,    124
193304,    144,    112,     73,     54,    153,    126
193305,    140,    109,     79,     58,    155,    118
193306,    130,    121,     75,     65,    144,    122
193307,     90,    120,    120,    107,    143,     79
193308,     87,    112,    126,    108,    152,     70
193309,    100,    120,    110,     96,    143,     88
193310,     94,    124,    113,    104,    139,     85
193311,    102,    124,    109,     94,    142,     90
193312,    108,    120,    103,     91,    142,     95
193401,    101,    119,    112,     97,    143,     87
193402,    105,    125,    102,     94,    138,     97
193403,     76,    130,    126,    123,    134,     73
193404,     81,    120,    133,    118,    145,     66
193405,     63,    131,    140,    134,    134,     58
193406,    110,    119,    109,     90,    146,     89
193407,    136,    113,     82,     59,    152,    117
193408,    144,    119,     72,     54,    145,    127
193409,    138,    137,     60,     64,    127,    138
193410,    130,    125,     77,     71,    140,    122
193411,    131,    112,     91,     68,    155,    109
193412,    131,    117,     90,     69,    150,    110
193501,    126,    106,    102,     74,    162,     98
193502,    141,    118,     72,     56,    148,    128
193503,    153,    121,     55,     46,    140,    142
193504,    150,    123,     53,     46,    141,    144
193505,    160,    121,     48,     38,    143,    150
193506,    156,    121,     54,     44,    145,    145
193507,    153,    119,     55,     43,    144,    141
193508,    155,    102,     75,     40,    160,    122
193509,    149,    107,     75,     46,    156,    122
193510,    141,    107,     85,     58,    159,    113
193511,    137,    106,     89,     62,    159,    109
193512,    140,    106,     84,     58,    157,    115
193601,    121,    108,     98,     77,    155,     99
193602,    123,    105,    101,     75,    158,     97
193603,     85,    120,    118,    110,    141,     78
193604,     76,    130,    117,    120,    132,     79
193605,     75,    130,    118,    122,    133,     79
193606,     86,    124,    117,    113,    141,     82
193607,     80,    126,    122,    119,    139,     77
193608,     90,    123,    115,    108,    145,     84
193609,    101,    123,    104,     99,    144,     96
193610,    102,    127,    101,     98,    141,     97
193611,     92,    133,    106,    108,    133,     94
193612,    108,    125,     98,     93,    141,    104
193701,    100,    125,    105,    104,    141,     98
193702,    113,    124,     91,     89,    146,    110
193703,    111,    115,    104,     92,    156,     99
193704,    121,    108,    103,     82,    165,    100
193705,    109,    109,    115,     97,    166,     91
193706,    116,    113,    106,     90,    162,    101
193707,    114,    118,    105,     94,    157,    103
193708,    124,    119,     96,     84,    159,    111
193709,    119,    117,    100,     89,    161,    109
193710,    123,    119,     98,     87,    159,    112
193711,    144,    111,     86,     66,    170,    124
193712,    159,    112,     73,     53,    171,    136
193801,    167,    122,     60,     46,    162,    153
193802,    185,    122,     46,     29,    165,    167
193803,    179,    127,     48,     37,    159,    166
193804,    183,    133,     43,     32,    156,    171
193805,    175,    148,     37,     40,    142,    181
193806,    177,    142,     48,     43,    150,    172
193807,    166,    146,     53,     55,    147,    167
193808,    170,    138,     53,     50,    153,    168
193809,    167,    145,     57,     55,    151,    165
193810,    156,    143,     71,     64,    154,    152
193811,    168,    141,     59,     55,    153,    164
193812,    139,    141,     83,     77,    156,    139
193901,    132,    140,     95,     89,    156,    125
193902,    157,    132,     79,     65,    164,    144
193903,    161,    133,     77,     61,    164,    146
193904,    136,    132,    101,     86,    164,    122
193905,    164,    126,     80,     58,    172,    142
193906,    157,    126,     86,     63,    172,    137
193907,    175,    124,     72,     46,    172,    151
193908,    176,    129,     63,     47,    165,    158
193909,    171,    131,     65,     48,    166,    157
193910,    160,    127,     80,     61,    168,    141
193911,    145,    123,     98,     76,    172,    122
193912,    135,    127,    103,     84,    168,    118
194001,    138,    132,     94,     82,    162,    127
194002,    148,    126,     93,     73,    168,    127
194003,    146,    135,     88,     75,    160,    133
194004,    136,    120,    112,     85,    176,    109
194005,    135,    119,    113,     83,    178,    109
194006,    134,    114,    122,     87,    181,     99
194007,    132,    128,    110,     90,    168,    112
194008,    142,    127,    102,     79,    170,    121
194009,    138,    128,    104,     83,    168,    119
194010,    170,    114,     85,     52,    182,    138
194011,    166,    126,     79,     57,    172,    144
194012,    162,    112,     95,     60,    186,    128
194101,    147,    112,    113,     76,    186,    111
194102,    151,    116,    103,     73,    183,    122
194103,    151,    113,    108,     73,    187,    116
194104,    158,    108,    104,     67,    191,    121
194105,    155,    117,    102,     70,    184,    123
194106,    146,    111,    116,     80,    190,    109
194107,    141,    124,    109,     84,    178,    117
194108,    139,    122,    115,     87,    180,    112
194109,    122,    126,    127,    104,    176,     99
194110,    131,    122,    122,     96,    180,    105
194111,    145,    110,    120,     83,    193,    106
194112,    147,    113,    118,     81,    191,    110
194201,    145,    114,    121,     84,    190,    108
194202,    166,    127,     86,     63,    179,    143
194203,    142,    123,    116,     87,    184,    113
194204,    135,    125,    122,     95,    182,    108
194205,    139,    125,    120,     91,    183,    110
194206,    130,    127,    125,    100,    180,    106
194207,    148,    114,    119,     83,    193,    110
194208,    166,    110,    108,     65,    197,    123
194209,    163,    114,    108,     68,    195,    123
194210,    158,    114,    114,     74,    194,    118
194211,    144,    116,    127,     88,    192,    105
194212,    127,    125,    133,    104,    183,     98
194301,    101,    144,    141,    130,    165,     90
194302,    139,    145,    100,     93,    162,    132
194303,    119,    136,    131,    113,    172,    101
194304,    106,    147,    134,    126,    162,     98
194305,     97,    140,    150,    135,    169,     83
194306,     84,    150,    152,    148,    159,     79
194307,     71,    155,    160,    161,    153,     71
194308,     81,    145,    159,    151,    163,     73
194309,     81,    147,    157,    152,    162,     75
194310,     90,    143,    151,    142,    167,     80
194311,     95,    139,    152,    136,    171,     80
194312,     83,    136,    167,    148,    174,     63
194401,     82,    132,    169,    147,    176,     62
194402,     98,    142,    147,    132,    166,     84
194403,    110,    126,    148,    121,    183,     83
194404,    117,    128,    139,    114,    181,     92
194405,    126,    128,    130,    105,    180,    102
194406,    131,    135,    117,    100,    173,    114
194407,    118,    140,    123,    112,    168,    107
194408,     96,    147,    139,    136,    160,     93
194409,     82,    151,    151,    150,    159,     81
194410,     95,    140,    148,    137,    170,     83
194411,     95,    135,    155,    138,    176,     78
194412,     76,    148,    160,    157,    162,     74
194501,     88,    136,    157,    145,    174,     77
194502,     81,    158,    145,    153,    155,     89
194503,     77,    158,    151,    159,    156,     84
194504,     79,    150,    157,    157,    164,     79
194505,     86,    145,    154,    149,    170,     82
194506,     93,    147,    149,    143,    168,     88
194507,    107,    138,    141,    129,    178,     95
194508,     83,    164,    140,    153,    153,     97
194509,     95,    154,    139,    143,    162,     99
194510,     97,    148,    141,    139,    170,     97
194511,     96,    149,    142,    141,    169,     95
194512,     87,    152,    149,    150,    164,     89
194601,     90,    155,    146,    149,    164,     93
194602,     86,    162,    145,    154,    158,     94
194603,     91,    161,    143,    150,    159,     98
194604,     90,    157,    152,    152,    165,     90
194605,    104,    156,    139,    138,    167,    103
194606,    110,    148,    140,    133,    176,    103
194607,    115,    150,    135,    129,    175,    109
194608,    116,    151,    134,    128,    176,    109
194609,    116,    152,    134,    129,    173,    111
194610,    125,    155,    121,    120,    171,    123
194611,    153,    144,    105,     91,    184,    140
194612,    165,    147,     92,     82,    181,    155
194701,    165,    150,     90,     83,    180,    158
194702,    176,    155,     80,     74,    178,    170
194703,    179,    151,     81,     72,    183,    169
194704,    175,    149,     89,     77,    186,    163
194705,    189,    141,     84,     64,    196,    169
194706,    195,    148,     74,     60,    192,    181
194707,    193,    159,     69,     63,    181,    186
194708,    189,    173,     66,     69,    172,    192
194709,    189,    169,     74,     71,    178,    186
194710,    181,    158,     94,     80,    189,    167
194711,    178,    153,    102,     83,    196,    159
194712,    179,    151,    107,     84,    199,    155
194801,    172,    157,    110,     92,    195,    154
194802,    184,    155,    100,     81,    198,    165
194803,    183,    153,    104,     83,    201,    161
194804,    184,    151,    107,     83,    204,    160
194805,    180,    155,    107,     87,    201,    160
194806,    162,    160,    124,    106,    196,    144
194807,    162,    168,    117,    106,    191,    152
194808,    172,    170,    106,     98,    190,    164
194809,    174,    159,    117,     98,    203,    153
194810,    181,    148,    120,     90,    214,    150
194811,    186,    158,    108,     86,    204,    164
194812,    189,    153,    110,     84,    212,    163
194901,    178,    158,    119,     97,    208,    156
194902,    204,    164,     89,     72,    205,    187
194903,    200,    149,    108,     77,    219,    169
194904,    202,    166,     93,     76,    205,    185
194905,    185,    179,     98,     94,    193,    181
194906,    196,    176,     90,     83,    197,    189
194907,    203,    175,     87,     77,    199,    192
194908,    207,    177,     83,     74,    197,    197
194909,    202,    178,     89,     79,    196,    192
194910,    208,    167,     96,     74,    208,    186
194911,    200,    175,     97,     82,    202,    185
194912,    197,    164,    111,     86,    211,    172
195001,    178,    171,    120,    103,    206,    160
195002,    188,    166,    120,     94,    211,    162
195003,    173,    168,    136,    111,    210,    148
195004,    181,    174,    124,    103,    206,    160
195005,    172,    193,    116,    113,    187,    170
195006,    151,    193,    137,    135,    187,    149
195007,    152,    191,    138,    133,    190,    148
195008,    164,    180,    139,    123,    202,    147
195009,    129,    199,    155,    158,    184,    132
195010,    134,    199,    151,    154,    186,    136
195011,    149,    192,    145,    139,    193,    143
195012,    136,    193,    155,    153,    190,    133
195101,    148,    192,    144,    140,    192,    144
195102,    146,    191,    146,    143,    193,    141
195103,    136,    212,    135,    153,    172,    153
195104,    132,    199,    152,    157,    187,    137
195105,    142,    202,    141,    148,    184,    148
195106,    140,    207,    141,    151,    180,    150
195107,    139,    197,    151,    153,    191,    141
195108,    168,    203,    118,    125,    189,    174
195109,    178,    195,    115,    116,    197,    178
195110,    176,    194,    120,    119,    199,    175
195111,    177,    186,    126,    118,    206,    168
195112,    179,    185,    126,    115,    208,    168
195201,    189,    182,    119,    106,    211,    176
195202,    213,    180,    100,     83,    215,    196
195203,    208,    186,     97,     89,    208,    200
195204,    203,    190,    100,     94,    205,    197
195205,    203,    195,     97,     95,    201,    201
195206,    203,    193,     98,     95,    204,    199
195207,    204,    179,    114,     95,    219,    184
195208,    198,    179,    121,    101,    219,    177
195209,    207,    173,    119,     92,    225,    180
195210,    212,    175,    112,     87,    224,    187
195211,    203,    175,    118,     96,    224,    180
195212,    200,    186,    111,    100,    215,    188
195301,    194,    191,    114,    107,    209,    187
195302,    202,    178,    117,     98,    223,    184
195303,    178,    190,    129,    122,    210,    171
195304,    165,    190,    144,    136,    210,    157
195305,    170,    173,    150,    128,    228,    148
195306,    163,    182,    153,    136,    218,    146
195307,    153,    177,    164,    147,    223,    134
195308,    164,    177,    153,    136,    222,    146
195309,    180,    172,    139,    120,    227,    157
195310,    186,    176,    138,    115,    224,    163
195311,    186,    179,    134,    115,    222,    166
195312,    193,    177,    132,    108,    225,    169
